Team,xG,xGA,xGD,Open Play xG,Open Play xGA,Open Play xGD,Set Piece xG,Set Piece xGA,Set Piece xGD,npxG,npxGA,npxGD,Goals,Goals Conceded,GD,GD-xGD,Possession,Field Tilt,Avg Pass Height,xT,xT Against,Passes in Opposition Half,Passes into Box,Shots,Shots Faced,Shots per 1.0 xT,Shots Faced per 1.0 xT Against,PPDA,High Recoveries,High Recoveries Against,Crosses,Corners,Fouls,On-Ball Pressure,On-Ball Pressure Share,Off-Ball Pressure,Off-Ball Pressure Share,Game Control,Game Control Share,Throw-Ins into the Box,Match,Date
Gimhae City,0.59,3.31,-2.72,0.46,2.12,-1.66,0.13,0.43,-0.30,0.59,2.55,-1.96,1,1,0,2.72,45.40,35.45,42.97,0.2,0.7,142,6,6,23,30.0,32.86,16.32,2,2,18,5,12,44.7,16.8,68.6,53.46,46.3,17.45,1,Chungbuk Cheongju 1-1 Gimhae City,2026-04-18
Chungbuk Cheongju,3.31,0.59,2.72,2.12,0.46,1.66,0.43,0.13,0.30,2.55,0.59,1.96,1,1,0,-2.72,54.60,64.55,52.85,0.7,0.2,278,19,23,6,32.86,30.0,11.61,2,2,27,6,15,221.3,83.2,59.73,46.54,219.03,82.55,0,Chungbuk Cheongju 1-1 Gimhae City,2026-04-18
Cheonan City,0.86,3.77,-2.91,0.83,3.02,-2.19,0.02,0.75,-0.73,0.86,3.77,-2.91,2,1,1,3.91,53.30,53.11,50.90,1.18,1.05,210,13,15,18,12.71,17.14,9.81,4,1,26,2,12,134.7,48.84,28.4,32.25,86.5,37.5,0,Daegu 1-2 Cheonan City,2026-04-18
Daegu,3.77,0.86,2.91,3.02,0.83,2.19,0.75,0.02,0.73,3.77,0.86,2.91,1,2,-1,-3.91,46.70,46.89,49.81,1.05,1.18,180,20,18,15,17.14,12.71,14.14,1,4,27,11,10,141.1,51.16,59.67,67.75,144.17,62.5,0,Daegu 1-2 Cheonan City,2026-04-18
Suwon Bluewings,1.26,0.38,0.88,0.81,0.38,0.43,0.45,0.00,0.45,1.26,0.38,0.88,1,0,1,0.12,58.90,68.68,50.28,1.2,0.38,248,16,12,8,10.0,21.05,5.85,9,3,32,4,13,141.2,85.78,27.07,31.23,107.03,84.74,0,Gyeongnam 0-1 Suwon Bluewings,2026-04-18
Gyeongnam,0.38,1.26,-0.88,0.38,0.81,-0.43,0.00,0.45,-0.45,0.38,1.26,-0.88,0,1,-1,-0.12,41.10,31.32,38.27,0.38,1.2,82,5,8,12,21.05,10.0,10.00,3,9,15,2,15,23.4,14.22,59.6,68.77,19.27,15.26,1,Gyeongnam 0-1 Suwon Bluewings,2026-04-18
Suwon,1.89,1.19,0.70,1.13,0.98,0.15,0.00,0.21,-0.21,1.13,1.19,-0.06,1,2,-1,-1.70,64.80,64.84,50.87,0.77,0.37,319,11,12,16,15.58,43.24,11.36,3,0,23,5,10,136.1,70.15,18.67,13.66,78.4,35.37,2,Busan IPark 2-1 Suwon,2026-04-18
Busan IPark,1.19,1.89,-0.70,0.98,1.13,-0.15,0.21,0.00,0.21,1.19,1.13,0.06,2,1,1,1.70,35.20,35.16,46.82,0.37,0.77,137,13,16,12,43.24,15.58,23.30,0,3,17,8,6,57.9,29.85,118.0,86.34,143.27,64.63,1,Busan IPark 2-1 Suwon,2026-04-18
Gimhae City,0.59,0.95,-0.36,0.44,0.87,-0.43,0.15,0.08,0.07,0.59,0.95,-0.36,1,1,0,0.36,41.70,38.05,46.26,0.64,0.89,166,9,13,12,20.31,13.48,17.79,3,5,13,5,8,54.1,37.57,73.07,68.58,51.17,41.25,0,Chungnam Asan 1-1 Gimhae City,2026-04-12
Chungnam Asan,0.95,0.59,0.36,0.87,0.44,0.43,0.08,0.15,-0.07,0.95,0.59,0.36,1,1,0,-0.36,58.30,61.95,49.83,0.89,0.64,267,14,12,13,13.48,20.31,15.00,5,3,27,8,8,89.9,62.43,33.47,31.42,72.87,58.75,0,Chungnam Asan 1-1 Gimhae City,2026-04-12
